date,obs,sim,bf
2013-11-06 00:00:00 +0000 UTC,0.0009046111239734109,0.0008632100697164631,0.0007787405600936025
2013-11-07 00:00:00 +0000 UTC,0.000907181039502305,0.0008878299585844396,0.0008057848660078182
2013-11-08 00:00:00 +0000 UTC,0.0009328802560628658,0.001129301443699258,0.0008313112596637557
2013-11-09 00:00:00 +0000 UTC,0.000889191630800046,0.0011534577098024097,0.0008277972352781169
2013-11-10 00:00:00 +0000 UTC,0.0008634924142394852,0.0009713241661394013,0.0008236461228458518
2013-11-11 00:00:00 +0000 UTC,0.000842933090008332,0.0009530160254212771,0.0008025238412912105
2013-11-12 00:00:00 +0000 UTC,0.0007915347181588297,0.0008913841835417188,0.000769055005298089
2013-11-13 00:00:00 +0000 UTC,0.0007272867686648566,0.0008245950934656296,0.0007258903545381403
2013-11-14 00:00:00 +0000 UTC,0.0006887380357314444,0.0007594660261819774,0.0006851484005455132
2013-11-15 00:00:00 +0000 UTC,0.0006810282891447619,0.0007168395748119811,0.0006466931649322667
2013-11-16 00:00:00 +0000 UTC,0.0006810282891447619,0.0006766056127617945,0.0006103963013518424
2013-11-17 00:00:00 +0000 UTC,0.0006861681202025502,0.0006467965927600406,0.0005873537818485966
2013-11-18 00:00:00 +0000 UTC,0.0008403631744794378,0.0007259908097090758,0.0006251400286982535
2013-11-19 00:00:00 +0000 UTC,0.001002268036614627,0.0009651656512836819,0.0006544280425306696
2013-11-20 00:00:00 +0000 UTC,0.0009431599181784424,0.0007957574617753862,0.0006176970444762401
2013-11-21 00:00:00 +0000 UTC,0.0008120941036616022,0.000646268292201248,0.0005830276423963006
2013-11-22 00:00:00 +0000 UTC,0.0008069542726038139,0.0006623546947865201,0.0006210567019151564
2013-11-23 00:00:00 +0000 UTC,0.0008866217152711519,0.0008133116645646177,0.0006390791886587218
2013-11-24 00:00:00 +0000 UTC,0.0008018143802744062,0.0007598681286335931,0.0006032096737392878
2013-11-25 00:00:00 +0000 UTC,0.0007195770220781741,0.0006311108158487498,0.0005693534024419092
2013-11-26 00:00:00 +0000 UTC,0.000670748565757566,0.0005956885407588444,0.0005373973777023422
2013-11-27 00:00:00 +0000 UTC,0.0006733184812864601,0.000562254407118959,0.0005072349446279448
2013-11-28 00:00:00 +0000 UTC,0.0006450494104686246,0.0005306968267712113,0.00047876543453143273
2013-11-29 00:00:00 +0000 UTC,0.0006065006162635929,0.0005009104746518159,0.0004518938289439048
2013-11-30 00:00:00 +0000 UTC,0.0005859412920324398,0.0004727959372632125,0.0004265304424857683
2013-12-01 00:00:00 +0000 UTC,0.0005833713765035456,0.00044625938087635304,0.0004025906235371244
2013-12-02 00:00:00 +0000 UTC,0.0006347697483530479,0.0004427721896705015,0.00040960733747828434
2013-12-03 00:00:00 +0000 UTC,0.0006835982046736561,0.0004796412363322288,0.0003866173594543983
2013-12-04 00:00:00 +0000 UTC,0.0006681786502286719,0.00042670566264636024,0.0003954173038614626
2013-12-05 00:00:00 +0000 UTC,0.000745276238638735,0.0006948491849067671,0.00044397634457285116
2013-12-06 00:00:00 +0000 UTC,0.0008840517997422576,0.0013558906508187884,0.0004898099182901944
2013-12-07 00:00:00 +0000 UTC,0.0008120941036616022,0.0010604391758588009,0.0005330709969467683
2013-12-08 00:00:00 +0000 UTC,0.0006450494104686246,0.0008156503712296862,0.0005394168888935794
2013-12-09 00:00:00 +0000 UTC,0.0005859412920324398,0.0006269320951166879,0.0005091411069758939
2013-12-10 00:00:00 +0000 UTC,0.0005499624746279217,0.0005326911576430903,0.00048056460995195234
2013-12-11 00:00:00 +0000 UTC,0.0005268331735962551,0.0005027928699729327,0.00045359202227842585
2013-12-12 00:00:00 +0000 UTC,0.0005191234270095726,0.0004745726796257392,0.0004281333215427637
2013-12-13 00:00:00 +0000 UTC,0.0005165535114806784,0.0004479364002502241,0.00040410353800871435
2013-12-14 00:00:00 +0000 UTC,0.0005114136804228902,0.00042279513188025206,0.00038142247102541726
2013-12-15 00:00:00 +0000 UTC,0.0005139835959517843,0.00039906496422658223,0.00036001442135356405
2013-12-16 00:00:00 +0000 UTC,0.0005216933425384667,0.00037666669662191955,0.00033980793851525484
2013-12-17 00:00:00 +0000 UTC,0.0005371128357118316,0.00035552557368457286,0.00032073558232431653
2013-12-18 00:00:00 +0000 UTC,0.0005525323901568158,0.0003355710358184851,0.00030273369780117797
2013-12-19 00:00:00 +0000 UTC,0.0005730917143879691,0.00031673648371691626,0.0002857422027210689
2013-12-20 00:00:00 +0000 UTC,0.0006039307007346988,0.00029895905608379707,0.00026970438708647366
2013-12-21 00:00:00 +0000 UTC,0.000637339663881942,0.0002821794198308879,0.00025456672385456826
2013-12-22 00:00:00 +0000 UTC,0.0006553290725842011,0.0002663415720505147,0.00024027869028793453
2013-12-23 00:00:00 +0000 UTC,0.0006501892415264128,0.00026661901748550973,0.0002477062033585149
2013-12-24 00:00:00 +0000 UTC,0.0006219201707085772,0.00029524359864221744,0.00023380322933795207
2013-12-25 00:00:00 +0000 UTC,0.0005885112075613339,0.0002446176731564191,0.00022068058574107542
2013-12-26 00:00:00 +0000 UTC,0.0005705217988590749,0.00023088804867082657,0.00020829447506317625
2013-12-27 00:00:00 +0000 UTC,0.0005782315454457574,0.0002179290250420039,0.00019660355801642493
2013-12-28 00:00:00 +0000 UTC,0.0006116405085930006,0.0002056973508553856,0.00018556881555785012
2013-12-29 00:00:00 +0000 UTC,0.000652759157055307,0.00019415220226295444,0.0001751534186612559
2013-12-30 00:00:00 +0000 UTC,0.0006733184812864601,0.0001832550467315279,0.00016532260539843378
2013-12-31 00:00:00 +0000 UTC,0.0006501892415264128,0.00017296951443842684,0.0001560435649194212
2014-01-01 00:00:00 +0000 UTC,0.0006244900862374714,0.00016326127688530317,0.00014728532794458542
2014-01-02 00:00:00 +0000 UTC,0.0006142104241218947,0.0001540979323249932,0.00013901866340304414
2014-01-03 00:00:00 +0000 UTC,0.0006244900862374714,0.00014544889761900311,0.00013121598087244754
2014-01-04 00:00:00 +0000 UTC,0.0006578989881130953,0.00013728530616469569,0.00012385123849451064
2014-01-05 00:00:00 +0000 UTC,0.0007041575289048092,0.00012957991155150434,0.00011689985605895841
2014-01-06 00:00:00 +0000 UTC,0.0007529859852254174,0.0001223069966246224,0.00011033863296579698
2014-01-07 00:00:00 +0000 UTC,0.0007889648026299356,0.00011544228765266305,0.00010414567079210597
2014-01-08 00:00:00 +0000 UTC,0.0007786851405143589,0.0001089628733128197,9.830030020491447e-05
2014-01-09 00:00:00 +0000 UTC,0.0007401364075809467,0.00010284712822313606,9.27830119762284e-05
2014-01-10 00:00:00 +0000 UTC,0.0007324265997226449,9.707464076667042e-05,8.757539186996863e-05
2014-01-11 00:00:00 +0000 UTC,0.0007735453094565707,9.162614496666367e-05,8.26600591835015e-05
2014-01-12 00:00:00 +0000 UTC,0.0008506428365950144,0.00035234048228817476,0.00014877318529341803
2014-01-13 00:00:00 +0000 UTC,0.000953439580294019,0.0012276871949960697,0.0002111755885297777
2014-01-14 00:00:00 +0000 UTC,0.0010382468540191452,0.0012927209312839478,0.0002700755401551048
2014-01-15 00:00:00 +0000 UTC,0.001069085840365875,0.0021696502501485464,0.00032566962181772405
2014-01-16 00:00:00 +0000 UTC,0.0010202574453168861,0.0021238150695034115,0.0003781433816532239
2014-01-17 00:00:00 +0000 UTC,0.0009431599181784424,0.0016967687571136478,0.00042767195356099825
2014-01-18 00:00:00 +0000 UTC,0.0008866217152711519,0.0013415202012711251,0.0004744206417227336
2014-01-19 00:00:00 +0000 UTC,0.0008352233434216495,0.0010466085253646425,0.0005185454723137027
2014-01-20 00:00:00 +0000 UTC,0.0007838249715721472,0.0008023706699698009,0.0005262185280842149
2014-01-21 00:00:00 +0000 UTC,0.0007504160696965232,0.0006140063598385569,0.0004966835288556937
2014-01-22 00:00:00 +0000 UTC,0.0007427063231098408,0.0005196573608834959,0.00046880623670678546
2014-01-23 00:00:00 +0000 UTC,0.0007581258162832058,0.0004904906194373773,0.0004424936097267546
2014-01-24 00:00:00 +0000 UTC,0.0007735453094565707,0.00046296091591397455,0.0004176578281561488
2014-01-25 00:00:00 +0000 UTC,0.0007812550560432531,0.0004369763684976463,0.0003942160012837899
2014-01-26 00:00:00 +0000 UTC,0.0007838249715721472,0.0004124502524115275,0.0003720898907947193
2014-01-27 00:00:00 +0000 UTC,0.0007863948871010413,0.00038930071046908133,0.00035120564964575727
2014-01-28 00:00:00 +0000 UTC,0.0007915347181588297,0.0003674504798714864,0.0003314935755971603
2014-01-29 00:00:00 +0000 UTC,0.000796674549216618,0.00034682663433903253,0.00031288787857777485
2014-01-30 00:00:00 +0000 UTC,0.0007992444647455121,0.0003273603407158734,0.0002953264611072572
2014-01-31 00:00:00 +0000 UTC,0.000796674549216618,0.0003089866292357933,0.0002787507110425069
2014-02-01 00:00:00 +0000 UTC,0.0007941046336877238,0.00029164417668223745,0.00026310530595659434
2014-02-02 00:00:00 +0000 UTC,0.0007915347181588297,0.00027527510171889054,0.0002483380284972871
2014-02-03 00:00:00 +0000 UTC,0.0007889648026299356,0.00025982477170771045,0.00023439959210892408
2014-02-04 00:00:00 +0000 UTC,0.0007863948871010413,0.00024524162036966064,0.00022124347653597562
2014-02-05 00:00:00 +0000 UTC,0.0007838249715721472,0.0002314769756795747,0.0002088257725592741
2014-02-06 00:00:00 +0000 UTC,0.0007786851405143589,0.0002184848974207443,0.00019710503544671378
2014-02-07 00:00:00 +0000 UTC,0.0007761152249854648,0.0002062220238570592,0.0001860421466293047
2014-02-08 00:00:00 +0000 UTC,0.0007735453094565707,0.00019464742701096033,0.00017560018314091613
2014-02-09 00:00:00 +0000 UTC,0.0007684054783987823,0.00018372247606418887,0.00016574429438595933
2014-02-10 00:00:00 +0000 UTC,0.0007581258162832058,0.00017341070842542296,0.00015644158582371408
2014-02-11 00:00:00 +0000 UTC,0.0007478461541676291,0.00016367770803448555,0.0001476610091810905
2014-02-12 00:00:00 +0000 UTC,0.0007427063231098408,0.0001544909904969552,0.00013937325882740432
2014-02-13 00:00:00 +0000 UTC,0.0007504160696965232,0.0001458198946658126,0.00013155067396531238
2014-02-14 00:00:00 +0000 UTC,0.0007735453094565707,0.00013763548030826912,0.0001241671463114645
2014-02-15 00:00:00 +0000 UTC,0.000796674549216618,0.00012991043151623703,0.0001171980329587513
2014-02-16 00:00:00 +0000 UTC,0.0007709753939276764,0.00012261896553806672,0.00011062007412932186
2014-02-17 00:00:00 +0000 UTC,0.0007504160696965232,0.00011573674672727395,0.00010441131554386663
2014-02-18 00:00:00 +0000 UTC,0.0007786851405143589,0.00010924080532105546,9.855103514806981e-05
2014-02-19 00:00:00 +0000 UTC,0.0008377932589505437,0.00010310946077751241,9.301967395167653e-05
2014-02-20 00:00:00 +0000 UTC,0.0008969013773867284,9.732224941571542e-05,8.77987707493469e-05
2014-02-21 00:00:00 +0000 UTC,0.0009380200871206541,0.00016351383363438614,0.00015362347706020127
2014-02-22 00:00:00 +0000 UTC,0.001081935479281965,0.0005443188857746097,0.00021575364859823673
2014-02-23 00:00:00 +0000 UTC,0.001333787446200069,0.0009540333745973768,0.00027439664803854225
2014-02-24 00:00:00 +0000 UTC,0.0014751328615608664,0.0006973209608356337,0.00032974819943817674
2014-02-25 00:00:00 +0000 UTC,0.001462283345188015,0.0004865824286580617,0.00031645108274243767
2014-02-26 00:00:00 +0000 UTC,0.0013671964093473121,0.0003400776488748014,0.00029868967377287965
2014-02-27 00:00:00 +0000 UTC,0.0012566898577900058,0.0003125054055115717,0.00028192515710607493
2014-02-28 00:00:00 +0000 UTC,0.0011693127298076048,0.0002949654550573455,0.0002661015802967535
2014-03-01 00:00:00 +0000 UTC,0.0011179142966864831,0.00027840996713244127,0.00025116613133530015
2014-03-02 00:00:00 +0000 UTC,0.0010716558171663885,0.00026278368693587374,0.0002370689623849291
2014-03-03 00:00:00 +0000 UTC,0.0010382468540191452,0.0002480344609457222,0.0002237630234119391
2014-03-04 00:00:00 +0000 UTC,0.0010125476987302038,0.00023411306285404156,0.00021120390515378166
2014-03-05 00:00:00 +0000 UTC,0.001002268036614627,0.0002209730292715025,0.0001993496909008405
2014-03-06 00:00:00 +0000 UTC,0.0010048379521435213,0.00020857050465341583,0.0001881608165972356
2014-03-07 00:00:00 +0000 UTC,0.001017687529787992,0.00019686409492957374,0.0001775999387937313
2014-03-08 00:00:00 +0000 UTC,0.0010382468540191452,0.00018581472934939034,0.00016763181001203475
2014-03-09 00:00:00 +0000 UTC,0.001069085840365875,0.00017538553008124175,0.00015822316110450577
2014-03-10 00:00:00 +0000 UTC,0.0011050647803136316,0.00016554168913078733,0.00014934259021664854
2014-03-11 00:00:00 +0000 UTC,0.0011461834287759382,0.00015625035216748027,0.00014096045798179082
2014-03-12 00:00:00 +0000 UTC,0.0011873020772382446,0.0005212430993339704,0.00020380136515293524
2014-03-13 00:00:00 +0000 UTC,0.0012464101956744292,0.0017358278423616554,0.00026311520885944565
2014-03-14 00:00:00 +0000 UTC,0.0013440671083156455,0.001356408567123583,0.0003190999521359688
2014-03-15 00:00:00 +0000 UTC,0.0014648531994452898,0.0010420975471568104,0.000371942446971524
2014-03-16 00:00:00 +0000 UTC,0.0015419507878553528,0.0007824333780465042,0.0004218190579377232
2014-03-17 00:00:00 +0000 UTC,0.00147770283836138,0.0005685994239147159,0.00039953383083134875
2014-03-18 00:00:00 +0000 UTC,0.0014031752267518302,0.00042041233531164564,0.00037710924721143577
2014-03-19 00:00:00 +0000 UTC,0.0014160248656679203,0.0003945522345428792,0.0003559432852944212
2014-03-20 00:00:00 +0000 UTC,0.0014956923083352582,0.00037240725233318717,0.000335965302582863
2014-03-21 00:00:00 +0000 UTC,0.0016216182305226908,0.00035150519867422497,0.00031710862152163144
2014-03-22 00:00:00 +0000 UTC,0.0017552539605684252,0.00033177631187607145,0.00029931030695810483
2014-03-23 00:00:00 +0000 UTC,0.0017475442752533622,0.0003131547457541481,0.00028251095609282837
2014-03-24 00:00:00 +0000 UTC,0.0015959190752337495,0.0002955783498641571,0.0002666545002195849
2014-03-25 00:00:00 +0000 UTC,0.0013903255878357401,0.00027898846207174483,0.00025168801759317547
2014-03-26 00:00:00 +0000 UTC,0.0011950118850965463,0.0002633297127645813,0.0002375615568003453
2014-03-27 00:00:00 +0000 UTC,0.0011024948035131183,0.0002485498400534024,0.0002242279700443472
2014-03-28 00:00:00 +0000 UTC,0.0012207110403854877,0.00023459951534523957,0.00021164275578672073
2014-03-29 00:00:00 +0000 UTC,0.0014725630073035916,0.0006388838991894645,0.0002705164867758729
2014-03-30 00:00:00 +0000 UTC,0.0017115653353056055,0.0020642689642331132,0.0003260858194845706
2014-03-31 00:00:00 +0000 UTC,0.002228118908057903,0.0020311624038399393,0.0003785362194474829
2014-04-01 00:00:00 +0000 UTC,0.00359788517166249,0.002474347609015271,0.0004280427425992155
2014-04-02 00:00:00 +0000 UTC,0.0056795188333018075,0.00369437763615831,0.00047477061953258616
2014-04-03 00:00:00 +0000 UTC,0.00719577034332498,0.005115300795124652,0.0005188758069643118
2014-04-04 00:00:00 +0000 UTC,0.007349965520145107,0.0049770841453517425,0.0005605055082486525
2014-04-05 00:00:00 +0000 UTC,0.006758884090696782,0.004311756370020379,0.000599798664676253
2014-04-06 00:00:00 +0000 UTC,0.005473925100817321,0.004216807350823989,0.0006368864191979183
2014-04-07 00:00:00 +0000 UTC,0.004137568045446454,0.003493040247009624,0.0006718925541210246
2014-04-08 00:00:00 +0000 UTC,0.004086169489782095,0.0031724173041075606,0.0007049339042394006
2014-04-09 00:00:00 +0000 UTC,0.004445957908913753,0.003632862538368681,0.000736120746775521
2014-04-10 00:00:00 +0000 UTC,0.004908543439374131,0.003046051214385801,0.0007655571694364657
2014-04-11 00:00:00 +0000 UTC,0.004625852363566059,0.002524174995407039,0.000793341417812049
2014-04-12 00:00:00 +0000 UTC,0.004009072146458508,0.002101042563312726,0.0008195662232745798
2014-04-13 00:00:00 +0000 UTC,0.004060470457036391,0.0018844403102690854,0.0008443191124746334
2014-04-14 00:00:00 +0000 UTC,0.006347697606073718,0.0023526432166918196,0.000867682699465795
2014-04-15 00:00:00 +0000 UTC,0.006193502429253592,0.0029452795526131925,0.0008897349614333554
2014-04-16 00:00:00 +0000 UTC,0.004677250919230419,0.002859584015542329,0.0009105494989472174
2014-04-17 00:00:00 +0000 UTC,0.0032894950631087152,0.002376790490587344,0.0009301957816076213
2014-04-18 00:00:00 +0000 UTC,0.0024465620343720024,0.0020384273932786147,0.0009487393799035448
2014-04-19 00:00:00 +0000 UTC,0.0019659872790242228,0.001971217869800217,0.0009662421840576163
2014-04-20 00:00:00 +0000 UTC,0.0016293280383809926,0.0018016842178386037,0.0009827626105879475
2014-04-21 00:00:00 +0000 UTC,0.0014314443588412853,0.0014911983198193993,0.000998355797276298
2014-04-22 00:00:00 +0000 UTC,0.0015239613178814745,0.0013605853229856904,0.0010130737871932856
2014-04-23 00:00:00 +0000 UTC,0.0016575970479272089,0.0016332242706515983,0.0010269657023948384
2014-04-24 00:00:00 +0000 UTC,0.0015676499431442944,0.0015510893674579348,0.0010400779078696084
2014-04-25 00:00:00 +0000 UTC,0.0013466369625729203,0.0012858429008041781,0.0010018803112576133
2014-04-26 00:00:00 +0000 UTC,0.001174452560865393,0.001118128615054433,0.0009938510516373999
2014-04-27 00:00:00 +0000 UTC,0.001069085840365875,0.0011246276616436472,0.000940331640829733
2014-04-28 00:00:00 +0000 UTC,0.001017687529787992,0.0009877291368890738,0.0008875537685119884
2014-04-29 00:00:00 +0000 UTC,0.0009637192424095956,0.0009286070952458442,0.0008377381530039053
2014-04-30 00:00:00 +0000 UTC,0.0011359037666603615,0.0010346051989571943,0.0008614711086556469
2014-05-01 00:00:00 +0000 UTC,0.001341497131515132,0.001534053047937336,0.0008838720077767746
2014-05-02 00:00:00 +0000 UTC,0.001320937807283979,0.001427895349665041,0.0009050156145318021
2014-05-03 00:00:00 +0000 UTC,0.0012232810171860012,0.0012248454715733938,0.0009249724968066572
2014-05-04 00:00:00 +0000 UTC,0.001225850871443276,0.0012112459580845957,0.0009438092617326658
2014-05-05 00:00:00 +0000 UTC,0.0011641728987498165,0.0013619357937523831,0.0009582121350702035
2014-05-06 00:00:00 +0000 UTC,0.0010048379521435213,0.001118769808565432,0.0009044306865661155
2014-05-07 00:00:00 +0000 UTC,0.0008557826676528028,0.0009462646461536837,0.0008536678224624286
2014-05-08 00:00:00 +0000 UTC,0.0007555559007543116,0.0008931537728139041,0.0008057541190631325
2014-05-09 00:00:00 +0000 UTC,0.0007067274444337035,0.0008677143099481387,0.0007944423255439278
2014-05-10 00:00:00 +0000 UTC,0.0006887380357314444,0.0009017895494401567,0.0007664654440056813
2014-05-11 00:00:00 +0000 UTC,0.0006553290725842011,0.0008305778736924868,0.0007234461372172797
2014-05-12 00:00:00 +0000 UTC,0.0006039307007346988,0.0007569087528910542,0.0006828413694939177
2014-05-13 00:00:00 +0000 UTC,0.0005987908696769105,0.0007438979046232547,0.0006849958830127609
2014-05-14 00:00:00 +0000 UTC,0.000699017697847021,0.0008166870536992046,0.0006879894989276191
2014-05-15 00:00:00 +0000 UTC,0.0009971282055568388,0.0009134872424032439,0.0007201273779079202
2014-05-16 00:00:00 +0000 UTC,0.0016010589062915377,0.0013957236143259878,0.0007504614583136154
2014-05-17 00:00:00 +0000 UTC,0.0017963726090307317,0.001875523288361076,0.0007790929817138744
2014-05-18 00:00:00 +0000 UTC,0.0016961458421322405,0.0015544883561522892,0.0008061175073054155
2014-05-19 00:00:00 +0000 UTC,0.0012078614014693976,0.0012642446252947607,0.0008316252308462895
2014-05-20 00:00:00 +0000 UTC,0.0008969013773867284,0.001025072906658001,0.0007937360376851359
2014-05-21 00:00:00 +0000 UTC,0.0007478461541676291,0.0008456096598282064,0.0007491861178143399
2014-05-22 00:00:00 +0000 UTC,0.0006604689036419895,0.0008000428926808042,0.0007293924539711821
2014-05-23 00:00:00 +0000 UTC,0.0006013607852058047,0.0008015255437104969,0.0006884539380968789
2014-05-24 00:00:00 +0000 UTC,0.0005756616299168632,0.0007487043304915333,0.0006888296158307159
2014-05-25 00:00:00 +0000 UTC,0.0005448225822985141,0.0007880017208682446,0.0006501677651235381
2014-05-26 00:00:00 +0000 UTC,0.0005011340183073135,0.0006802409287338811,0.0006136758831078218
2014-05-27 00:00:00 +0000 UTC,0.00046258522410228204,0.0006420611341559363,0.0005792321762316343
2014-05-28 00:00:00 +0000 UTC,0.0004420258998711288,0.0006079628706759833,0.0005493844041451441
2014-05-29 00:00:00 +0000 UTC,0.0004343161532844464,0.0005793895722490443,0.0005185491767888172
2014-05-30 00:00:00 +0000 UTC,0.00041375679841748354,0.0005425343927132266,0.000489444634247972
2014-05-31 00:00:00 +0000 UTC,0.00039576735907941485,0.0005120836350620879,0.0004619736385999353
2014-06-01 00:00:00 +0000 UTC,0.0003777779503771558,0.0004833419831450413,0.00043604450396964994
2014-06-02 00:00:00 +0000 UTC,0.00035978851103908707,0.00045621351020572263,0.0004115706905233027
2014-06-03 00:00:00 +0000 UTC,0.00037006820379047336,0.00045893540451220796,0.00042737901232656916
2014-06-04 00:00:00 +0000 UTC,0.000444595815400023,0.0005283878528104407,0.00042278037398884986
2014-06-05 00:00:00 +0000 UTC,0.0004908543255559274,0.00047578517386830663,0.000399051034649441
2014-06-06 00:00:00 +0000 UTC,0.0004420258998711288,0.00041750892766972785,0.00037665354886835193
2014-06-07 00:00:00 +0000 UTC,0.00039576735907941485,0.0003940754581157013,0.0003555131638732682
2014-06-08 00:00:00 +0000 UTC,0.0003674982576257695,0.00037195723587483845,0.00033555932253105365
2014-06-09 00:00:00 +0000 UTC,0.0003649283420968754,0.0003604547722707309,0.0003296011914598919
2014-06-10 00:00:00 +0000 UTC,0.00035721859551019294,0.00036705981835605565,0.0003111017080400879
2014-06-11 00:00:00 +0000 UTC,0.00035978851103908707,0.00032612357172821755,0.0002945086300800637
2014-06-12 00:00:00 +0000 UTC,0.0004908543255559274,0.0004126071938917906,0.00034873135886631944
2014-06-13 00:00:00 +0000 UTC,0.0006578989881130953,0.00073329585393504,0.00039991073557088243
2014-06-14 00:00:00 +0000 UTC,0.0005782315454457574,0.0006048524003818691,0.000395431576904814
2014-06-15 00:00:00 +0000 UTC,0.0004754348323825624,0.00044471776227266905,0.0003732372399601682
2014-06-16 00:00:00 +0000 UTC,0.0004343161532844464,0.0003905011296589481,0.000352288601693074
2014-06-17 00:00:00 +0000 UTC,0.0005216933425384667,0.00040292886271674243,0.00037968950295731935
2014-06-18 00:00:00 +0000 UTC,0.0008018143802744062,0.0005430576866784924,0.0004291312959147403
2014-06-19 00:00:00 +0000 UTC,0.001354346770431222,0.0006292447449060635,0.0004228985054420839
2014-06-20 00:00:00 +0000 UTC,0.00149055247727747,0.0004732592239582482,0.0003991625357538866
2014-06-21 00:00:00 +0000 UTC,0.001048526516134722,0.00041762558619835936,0.00037675879176473753
2014-06-22 00:00:00 +0000 UTC,0.0006476193259975187,0.00039418556896619287,0.0003556124998152278
2014-06-23 00:00:00 +0000 UTC,0.0004882844100270331,0.00037206116654787383,0.00033565308305745376
2014-06-24 00:00:00 +0000 UTC,0.0004548754775155996,0.00036633017386723376,0.0003376248899145902
2014-06-25 00:00:00 +0000 UTC,0.000619350255179683,0.000478889241508373,0.0003894276379647331
2014-06-26 00:00:00 +0000 UTC,0.0006270600017663655,0.0006976664624862421,0.00041467245577311303
2014-06-27 00:00:00 +0000 UTC,0.0005345429201829375,0.0005157571094389668,0.0003922829322324915
2014-06-28 00:00:00 +0000 UTC,0.00044716573092891713,0.00041195411860767367,0.0003702653188599071
2014-06-29 00:00:00 +0000 UTC,0.0003880576124927324,0.0003873917439314331,0.00034948348522381484
2014-06-30 00:00:00 +0000 UTC,0.00035978851103908707,0.00036794367258660406,0.0003330203029098916
2014-07-01 00:00:00 +0000 UTC,0.0003443690178657222,0.0003538621691902714,0.0003143289154641963
2014-07-02 00:00:00 +0000 UTC,0.00032894949405654766,0.00034801521055113644,0.00032298550897649894
2014-07-03 00:00:00 +0000 UTC,0.00032380966299875934,0.00038757242259481893,0.00031073169987422305
2014-07-04 00:00:00 +0000 UTC,0.0003160999164120769,0.00033523879276032436,0.00029329130196677135
2014-07-05 00:00:00 +0000 UTC,0.00030325030813179647,0.00030685733489345954,0.0002768297790157318
2014-07-06 00:00:00 +0000 UTC,0.00029040073048732575,0.00028963439296790657,0.00026129218983310073
2014-07-07 00:00:00 +0000 UTC,0.0002981104770740082,0.0002896654009882074,0.000268997462106011
2014-07-08 00:00:00 +0000 UTC,0.0004086169673596952,0.00034212417525659615,0.00028424118394560085
2014-07-09 00:00:00 +0000 UTC,0.0007401364075809467,0.0004480391453345438,0.0003390401923523486
2014-07-10 00:00:00 +0000 UTC,0.0007761152249854648,0.0006801528246867959,0.0003742964055341719
2014-07-11 00:00:00 +0000 UTC,0.0006142104241218947,0.00048526188507722333,0.0003532883196179709
2014-07-12 00:00:00 +0000 UTC,0.0005037039338362077,0.00036962948263375903,0.0003334593518213592
2014-07-13 00:00:00 +0000 UTC,0.00044973564645781126,0.0003711512923660579,0.00034532864091483065
2014-07-14 00:00:00 +0000 UTC,0.00042917629159084844,0.0004184706923799816,0.00033199491575545666
2014-07-15 00:00:00 +0000 UTC,0.0004111868828885894,0.00037865255312375453,0.00034202163556748717
2014-07-16 00:00:00 +0000 UTC,0.0003829177814349441,0.0004116249396755099,0.00032878396001871337
2014-07-17 00:00:00 +0000 UTC,0.00035978851103908707,0.0003563854216430984,0.0003132332215751676
2014-07-18 00:00:00 +0000 UTC,0.0003392291868079339,0.0003327296617456657,0.00029565242108292567
2014-07-19 00:00:00 +0000 UTC,0.00032380966299875934,0.00030932766631648693,0.00027905837590480305
2014-07-20 00:00:00 +0000 UTC,0.0003212397474698652,0.0003020196071306584,0.00027720435961281937
2014-07-21 00:00:00 +0000 UTC,0.00032380966299875934,0.00031527513994440644,0.0002636048223038022
2014-07-22 00:00:00 +0000 UTC,0.00032380966299875934,0.00027917749512924807,0.000248809508555117
2014-07-23 00:00:00 +0000 UTC,0.000318669831940971,0.000270962018175382,0.00024946422086100095
2014-07-24 00:00:00 +0000 UTC,0.0003160999164120769,0.0002862246183364339,0.00023546257481957887
2014-07-25 00:00:00 +0000 UTC,0.0003058202542965003,0.0002463537707793114,0.00022224679735358873
2014-07-26 00:00:00 +0000 UTC,0.00029554056154511407,0.00023252670456710498,0.00020977278011919545
2014-07-27 00:00:00 +0000 UTC,0.00030068039260290234,0.00023700854412515095,0.00022208046214034714
2014-07-28 00:00:00 +0000 UTC,0.0003829177814349441,0.0003807293210072304,0.00028036835733571947
2014-07-29 00:00:00 +0000 UTC,0.0005345429201829375,0.0006654726156897112,0.0003353847353804225
2014-07-30 00:00:00 +0000 UTC,0.0005808014609746515,0.000498577872742789,0.0003283618208593642
2014-07-31 00:00:00 +0000 UTC,0.0005473925590990276,0.00036883971253995367,0.0003167039305798351
2014-08-01 00:00:00 +0000 UTC,0.0004934242410848215,0.00034303592195113333,0.00029892833005242816
2014-08-02 00:00:00 +0000 UTC,0.0005319730046540434,0.0003407415041492253,0.0003205900973843666
2014-08-03 00:00:00 +0000 UTC,0.0006424794949397304,0.0004017344542923657,0.00030259637847562554
2014-08-04 00:00:00 +0000 UTC,0.0006013607852058047,0.0003165928127591149,0.0002856125906995315
2014-08-05 00:00:00 +0000 UTC,0.000734996515251539,0.0003333534211484022,0.00031700940328066
2014-08-06 00:00:00 +0000 UTC,0.0008969013773867284,0.0004156092178218355,0.00030212254603390233
2014-08-07 00:00:00 +0000 UTC,0.0007941046336877238,0.00032111026439037254,0.00028516535298994683
